Subject,Group,ACC,RT,Condition
258,MD,1,4128,Sub
258,MD,1,2240,Control
258,MD,1,1084,Control
258,MD,1,1224,Control
258,MD,1,731,Control
258,MD,1,1099,Control
262,MD,1,2881,Sub
262,MD,1,2781,Sub
262,MD,1,3591,Sub
262,MD,1,2272,Sub
262,MD,0,0,Control
262,MD,0,1113,Control
262,MD,1,1202,Control
262,MD,0,0,Control
262,MD,1,3199,Sub
262,MD,0,509,Sub
262,MD,0,509,Sub
262,MD,1,1763,Sub
262,MD,0,3088,Sub
262,MD,0,2830,Sub
262,MD,0,2887,Sub
262,MD,0,661,Sub
262,MD,1,1672,Control
262,MD,1,1323,Control
262,MD,0,2008,Control
262,MD,1,1478,Control
262,MD,1,3698,Sub
262,MD,1,3300,Sub
262,MD,0,3740,Sub
262,MD,0,0,Sub
262,MD,1,1376,Sub
262,MD,1,2353,Sub
262,MD,0,2488,Sub
262,MD,0,234,Sub
262,MD,1,1451,Sub
262,MD,0,1668,Sub
262,MD,0,0,Sub
262,MD,1,279,Sub
262,MD,0,0,Sub
262,MD,1,438,Sub
262,MD,1,936,Control
262,MD,1,1440,Control
262,MD,1,451,Control
262,MD,1,1167,Control
262,MD,1,1057,Control
262,MD,0,0,Sub
262,MD,1,1559,Sub
262,MD,0,0,Sub
262,MD,0,0,Sub
262,MD,0,2224,Sub
262,MD,0,748,Sub
262,MD,0,0,Sub
262,MD,1,1084,Sub
262,MD,0,0,Sub
262,MD,0,2650,Sub
262,MD,1,3939,Control
262,MD,1,510,Control
262,MD,1,1010,Control
262,MD,1,1995,Control
262,MD,1,997,Control
267,MD,1,3073,Sub
267,MD,0,0,Sub
267,MD,1,3634,Sub
267,MD,0,0,Sub
267,MD,1,4811,Sub
267,MD,1,96,Control
267,MD,1,915,Control
267,MD,1,2258,Control
267,MD,1,788,Control
267,MD,1,3375,Sub
267,MD,1,3671,Sub
267,MD,1,4280,Sub
267,MD,1,3406,Sub
267,MD,1,4443,Sub
267,MD,1,4828,Sub
267,MD,1,3874,Sub
267,MD,1,4795,Sub
267,MD,0,0,Sub
267,MD,1,3810,Control
267,MD,1,1454,Control
267,MD,1,2186,Control
267,MD,1,2403,Control
267,MD,1,4718,Sub
267,MD,1,4677,Sub
267,MD,1,2938,Sub
267,MD,1,2979,Sub
267,MD,1,4901,Sub
267,MD,1,3949,Sub
267,MD,1,3659,Sub
267,MD,1,3873,Sub
267,MD,0,0,Sub
267,MD,1,3763,Sub
267,MD,0,0,Sub
267,MD,0,0,Sub
267,MD,0,4542,Sub
267,MD,0,0,Sub
267,MD,1,2151,Control
267,MD,1,1463,Control
267,MD,1,1460,Control
267,MD,1,1569,Control
267,MD,1,933,Control
267,MD,0,0,Sub
267,MD,1,3809,Sub
267,MD,0,4680,Sub
267,MD,0,4213,Sub
267,MD,1,4650,Sub
267,MD,0,0,Sub
267,MD,0,0,Sub
267,MD,0,0,Sub
267,MD,1,2435,Control
267,MD,1,2274,Control
267,MD,1,1051,Control
267,MD,1,1949,Control
267,MD,1,1888,Control
269,MD,1,0,Sub
269,MD,1,3691,Sub
269,MD,0,0,Sub
269,MD,0,0,Sub
269,MD,0,0,Sub
269,MD,1,3586,Control
269,MD,1,1051,Control
269,MD,1,1708,Control
269,MD,1,2003,Control
269,MD,1,0,Sub
269,MD,1,2597,Sub
269,MD,1,2185,Sub
269,MD,1,3308,Sub
269,MD,1,0,Sub
269,MD,0,0,Sub
269,MD,1,3510,Sub
269,MD,1,3912,Sub
269,MD,1,0,Sub
269,MD,1,1757,Control
269,MD,1,1680,Control
269,MD,0,636,Control
269,MD,1,2090,Control
269,MD,1,0,Sub
269,MD,1,4811,Sub
269,MD,1,0,Sub
269,MD,1,3498,Sub
269,MD,0,4858,Sub
269,MD,1,0,Sub
269,MD,1,0,Sub
269,MD,1,1948,Sub
269,MD,1,3144,Sub
269,MD,0,2559,Sub
269,MD,1,1863,Sub
269,MD,1,0,Sub
269,MD,1,3838,Sub
269,MD,1,0,Sub
269,MD,1,1112,Control
269,MD,1,1829,Control
269,MD,1,1110,Control
269,MD,1,3076,Control
269,MD,1,4281,Control
269,MD,0,0,Sub
269,MD,1,3539,Sub
269,MD,1,4032,Sub
269,MD,1,0,Sub
269,MD,1,3286,Sub
269,MD,1,0,Sub
269,MD,1,2406,Sub
269,MD,1,0,Sub
269,MD,1,1552,Control
269,MD,1,2281,Control
269,MD,1,1383,Control
269,MD,1,1942,Control
269,MD,0,0,Control
293,MD,1,3376,Sub
293,MD,1,2711,Sub
293,MD,1,2914,Sub
293,MD,1,2917,Sub
293,MD,1,2222,Control
293,MD,1,1344,Control
293,MD,1,2479,Control
293,MD,1,1888,Control
293,MD,0,0,Sub
293,MD,0,0,Sub
293,MD,1,3805,Sub
293,MD,1,4626,Sub
293,MD,1,3094,Sub
293,MD,1,3921,Sub
293,MD,0,0,Sub
293,MD,1,3675,Sub
293,MD,1,3205,Control
293,MD,1,2590,Control
293,MD,1,2091,Control
293,MD,0,2432,Control
293,MD,1,1440,Control
293,MD,1,2872,Sub
293,MD,1,3340,Sub
293,MD,1,2772,Sub
293,MD,1,3657,Sub
293,MD,1,2813,Sub
293,MD,1,2940,Sub
293,MD,1,4480,Sub
293,MD,1,4811,Sub
293,MD,1,3038,Sub
293,MD,1,4362,Sub
293,MD,1,2706,Sub
293,MD,1,2670,Sub
293,MD,1,3108,Sub
293,MD,1,4761,Sub
293,MD,1,2225,Control
293,MD,1,674,Control
293,MD,1,3102,Control
293,MD,1,2625,Control
293,MD,1,2364,Sub
293,MD,1,4429,Sub
293,MD,1,2456,Sub
293,MD,1,3635,Sub
293,MD,0,0,Sub
293,MD,1,3070,Sub
293,MD,0,0,Sub
293,MD,1,4069,Sub
293,MD,0,267,Sub
293,MD,1,3457,Sub
293,MD,1,2707,Control
293,MD,1,1145,Control
293,MD,1,2023,Control
293,MD,0,2117,Control
293,MD,1,1117,Control
339,MD,0,2639,Sub
339,MD,1,2285,Sub
339,MD,1,2421,Sub
339,MD,1,3146,Sub
339,MD,1,2251,Sub
339,MD,1,1315,Control
339,MD,0,0,Control
339,MD,1,2777,Control
339,MD,1,1048,Control
339,MD,0,3120,Sub
339,MD,1,2952,Sub
339,MD,0,0,Sub
339,MD,1,4222,Sub
339,MD,1,2523,Sub
339,MD,1,1823,Sub
339,MD,1,4497,Sub
339,MD,1,4959,Sub
339,MD,1,4143,Sub
339,MD,1,1251,Control
339,MD,1,1296,Control
339,MD,1,1384,Control
339,MD,1,1424,Control
339,MD,1,1522,Control
339,MD,1,3945,Sub
339,MD,0,0,Sub
339,MD,0,3828,Sub
339,MD,0,0,Sub
339,MD,1,3224,Sub
339,MD,0,0,Sub
339,MD,0,3152,Sub
339,MD,1,2324,Sub
339,MD,1,2208,Sub
339,MD,0,0,Sub
339,MD,1,3824,Sub
339,MD,0,0,Sub
339,MD,1,4793,Control
339,MD,1,1255,Control
339,MD,1,1420,Control
339,MD,1,1264,Control
339,MD,1,1161,Control
339,MD,0,0,Sub
339,MD,1,4269,Sub
339,MD,0,4249,Sub
339,MD,0,0,Sub
339,MD,0,0,Sub
339,MD,0,0,Sub
339,MD,1,2038,Sub
339,MD,1,1873,Sub
339,MD,1,4354,Sub
339,MD,1,4030,Sub
339,MD,1,2470,Control
339,MD,1,1037,Control
339,MD,1,1539,Control
339,MD,1,853,Control
340,MD,1,4909,Sub
340,MD,1,3140,Sub
340,MD,1,4647,Sub
340,MD,1,3189,Sub
340,MD,1,1808,Control
340,MD,1,1506,Control
340,MD,1,1535,Control
340,MD,1,1199,Control
340,MD,0,0,Sub
340,MD,1,4907,Sub
340,MD,1,3175,Sub
340,MD,0,0,Sub
340,MD,0,0,Sub
340,MD,1,4785,Sub
340,MD,0,0,Sub
340,MD,0,0,Sub
340,MD,0,0,Sub
340,MD,1,1174,Control
340,MD,1,1810,Control
340,MD,0,0,Control
340,MD,0,0,Control
340,MD,1,1102,Control
340,MD,0,0,Sub
340,MD,1,3951,Sub
340,MD,1,2793,Sub
340,MD,0,0,Sub
340,MD,1,1895,Sub
340,MD,0,0,Sub
340,MD,0,0,Sub
340,MD,0,0,Sub
340,MD,1,4911,Sub
340,MD,0,0,Sub
340,MD,0,0,Sub
340,MD,0,1072,Sub
340,MD,0,1586,Sub
340,MD,0,72,Sub
340,MD,1,2318,Sub
340,MD,1,1450,Control
340,MD,1,708,Control
340,MD,1,1247,Control
340,MD,1,4521,Control
340,MD,1,1356,Control
340,MD,1,3968,Sub
340,MD,1,2554,Sub
340,MD,1,4275,Sub
340,MD,1,2853,Sub
340,MD,1,3901,Sub
340,MD,0,0,Sub
340,MD,1,4645,Sub
340,MD,0,0,Sub
340,MD,0,1082,Control
340,MD,1,1015,Control
340,MD,1,2130,Control
340,MD,1,1362,Control
346,MD,1,3944,Sub
346,MD,1,3952,Sub
346,MD,1,3357,Sub
346,MD,1,3438,Sub
346,MD,1,2401,Sub
346,MD,1,2439,Control
346,MD,1,1411,Control
346,MD,1,1524,Control
346,MD,1,2264,Control
346,MD,1,2762,Control
346,MD,1,4137,Sub
346,MD,1,3104,Sub
346,MD,1,4309,Sub
346,MD,1,3474,Sub
346,MD,0,4526,Sub
346,MD,1,3586,Sub
346,MD,1,4143,Sub
346,MD,1,2991,Sub
346,MD,1,3274,Sub
346,MD,1,1715,Control
346,MD,1,1407,Control
346,MD,1,1215,Control
346,MD,1,1530,Control
346,MD,1,4294,Sub
346,MD,0,4464,Sub
346,MD,1,4634,Sub
346,MD,0,2913,Sub
346,MD,1,3194,Sub
346,MD,1,3015,Sub
346,MD,1,2269,Sub
346,MD,1,2366,Sub
346,MD,1,3705,Sub
346,MD,0,0,Sub
346,MD,0,0,Sub
346,MD,0,4926,Sub
346,MD,1,4909,Sub
346,MD,0,0,Sub
346,MD,1,2644,Control
346,MD,1,1237,Control
346,MD,1,2345,Control
346,MD,1,2516,Control
346,MD,1,3003,Sub
346,MD,0,0,Sub
346,MD,1,3402,Sub
346,MD,1,3622,Sub
346,MD,0,0,Sub
346,MD,1,3323,Sub
346,MD,0,3654,Sub
346,MD,0,0,Sub
346,MD,1,1583,Control
346,MD,1,1483,Control
346,MD,1,1475,Control
346,MD,1,1336,Control
346,MD,0,3529,Control
350,MD,0,0,Sub
350,MD,0,2703,Sub
350,MD,0,2353,Sub
350,MD,1,904,Sub
350,MD,1,2210,Control
350,MD,1,1545,Control
350,MD,1,909,Control
350,MD,1,2995,Control
350,MD,0,3888,Sub
350,MD,1,2682,Sub
350,MD,0,1192,Sub
350,MD,1,528,Sub
350,MD,1,1148,Sub
350,MD,1,1223,Sub
350,MD,0,1136,Sub
350,MD,0,1846,Sub
350,MD,0,1795,Sub
350,MD,1,2430,Control
350,MD,1,1407,Control
350,MD,1,966,Control
350,MD,1,2092,Control
350,MD,0,1537,Sub
350,MD,0,884,Sub
350,MD,0,3992,Sub
350,MD,1,2469,Sub
350,MD,0,2470,Sub
350,MD,1,830,Sub
350,MD,1,570,Sub
350,MD,0,0,Sub
350,MD,0,1172,Sub
350,MD,0,925,Sub
350,MD,1,774,Sub
350,MD,1,1109,Sub
350,MD,0,827,Sub
350,MD,1,2279,Sub
350,MD,1,1761,Sub
350,MD,1,2328,Control
350,MD,1,2355,Control
350,MD,1,1119,Control
350,MD,1,2708,Control
350,MD,1,988,Control
350,MD,0,1430,Sub
350,MD,1,1145,Sub
350,MD,0,1323,Sub
350,MD,0,1580,Sub
350,MD,0,846,Sub
350,MD,0,1272,Sub
350,MD,1,1154,Sub
350,MD,0,467,Sub
350,MD,1,745,Control
350,MD,1,1601,Control
350,MD,1,1320,Control
350,MD,1,1362,Control
350,MD,1,1919,Control
471,MD,1,3093,Sub
471,MD,1,2607,Sub
471,MD,1,2038,Sub
471,MD,1,2754,Sub
471,MD,1,2644,Sub
471,MD,1,1803,Control
471,MD,1,3771,Control
471,MD,1,3194,Control
471,MD,1,2615,Control
471,MD,1,2982,Control
471,MD,1,4422,Sub
471,MD,1,2748,Sub
471,MD,1,2954,Sub
471,MD,0,0,Sub
471,MD,1,1991,Sub
471,MD,0,0,Sub
471,MD,0,65,Sub
471,MD,0,0,Sub
471,MD,1,2905,Sub
471,MD,0,0,Sub
471,MD,1,1894,Control
471,MD,1,1609,Control
471,MD,1,4159,Control
471,MD,1,1472,Control
471,MD,1,2749,Sub
471,MD,1,2920,Sub
471,MD,1,2856,Sub
471,MD,1,2144,Sub
471,MD,1,4649,Sub
471,MD,1,3236,Sub
471,MD,1,3174,Sub
471,MD,1,3189,Sub
471,MD,1,4669,Sub
471,MD,0,0,Sub
471,MD,1,3230,Sub
471,MD,0,0,Sub
471,MD,0,3910,Sub
471,MD,1,1087,Control
471,MD,1,818,Control
471,MD,1,1111,Control
471,MD,1,794,Control
471,MD,1,3076,Control
471,MD,1,4762,Sub
471,MD,1,3199,Sub
471,MD,0,0,Sub
471,MD,1,3683,Sub
471,MD,1,4550,Sub
471,MD,1,3348,Sub
471,MD,1,3413,Sub
471,MD,1,2551,Sub
471,MD,1,1397,Control
471,MD,1,1655,Control
471,MD,1,1269,Control
471,MD,1,1427,Control
6,TD,1,3253,Sub
6,TD,1,2916,Sub
6,TD,1,2748,Sub
6,TD,0,2974,Sub
6,TD,1,1135,Control
6,TD,1,1219,Control
6,TD,1,1596,Control
6,TD,1,1881,Control
6,TD,0,1063,Control
6,TD,1,4319,Sub
6,TD,1,4001,Sub
6,TD,1,2491,Sub
6,TD,1,3677,Sub
6,TD,1,3958,Sub
6,TD,1,3832,Sub
6,TD,0,0,Sub
6,TD,1,3350,Sub
6,TD,1,2955,Sub
6,TD,1,1326,Control
6,TD,1,1279,Control
6,TD,1,2013,Control
6,TD,1,1491,Control
6,TD,1,3863,Sub
6,TD,1,3974,Sub
6,TD,1,3247,Sub
6,TD,1,2248,Sub
6,TD,1,4915,Sub
6,TD,0,0,Sub
6,TD,0,0,Sub
6,TD,0,0,Sub
6,TD,1,4180,Sub
6,TD,1,2214,Sub
6,TD,1,3298,Sub
6,TD,1,3994,Sub
6,TD,0,3350,Sub
6,TD,1,982,Control
6,TD,1,1731,Control
6,TD,1,977,Control
6,TD,1,1371,Control
6,TD,0,2526,Sub
6,TD,1,3500,Sub
6,TD,1,4240,Sub
6,TD,0,0,Sub
6,TD,1,2435,Sub
6,TD,0,0,Sub
6,TD,1,2422,Sub
6,TD,1,4496,Sub
6,TD,1,2826,Sub
6,TD,0,0,Sub
6,TD,0,13,Control
6,TD,1,1167,Control
6,TD,1,1722,Control
6,TD,1,851,Control
6,TD,1,1412,Control
19,TD,1,4073,Sub
19,TD,0,0,Sub
19,TD,1,2732,Sub
19,TD,1,3015,Sub
19,TD,1,1210,Control
19,TD,1,1341,Control
19,TD,1,1136,Control
19,TD,1,1806,Control
19,TD,1,1214,Control
19,TD,1,3207,Sub
19,TD,1,3000,Sub
19,TD,1,2155,Sub
19,TD,1,2692,Sub
19,TD,1,3219,Sub
19,TD,1,2643,Sub
19,TD,1,2057,Sub
19,TD,1,3068,Sub
19,TD,1,3929,Sub
19,TD,1,2270,Control
19,TD,1,1982,Control
19,TD,1,1071,Control
19,TD,1,1022,Control
19,TD,1,1038,Control
19,TD,1,3557,Sub
19,TD,1,3214,Sub
19,TD,1,1899,Sub
19,TD,0,0,Sub
19,TD,1,83,Sub
19,TD,1,2895,Sub
19,TD,0,4038,Sub
19,TD,1,2225,Sub
19,TD,1,2885,Sub
19,TD,1,3015,Sub
19,TD,1,3777,Sub
19,TD,1,2062,Sub
19,TD,1,2544,Sub
19,TD,1,1507,Control
19,TD,1,1234,Control
19,TD,0,1421,Control
19,TD,1,1533,Control
19,TD,1,3328,Sub
19,TD,1,2666,Sub
19,TD,1,4598,Sub
19,TD,1,2617,Sub
19,TD,0,2941,Sub
19,TD,1,2990,Sub
19,TD,1,2306,Sub
19,TD,1,2937,Sub
19,TD,1,1565,Sub
19,TD,1,4434,Sub
19,TD,1,1591,Control
19,TD,1,1341,Control
19,TD,1,2458,Control
19,TD,1,1287,Control
23,TD,1,2511,Sub
23,TD,1,2548,Sub
23,TD,1,3721,Sub
23,TD,1,2067,Sub
23,TD,1,2983,Sub
23,TD,1,2449,Control
23,TD,1,1847,Control
23,TD,1,1308,Control
23,TD,1,1582,Control
23,TD,1,1159,Control
23,TD,0,4600,Sub
23,TD,1,3396,Sub
23,TD,1,4843,Sub
23,TD,1,3537,Sub
23,TD,1,2660,Sub
23,TD,1,3085,Sub
23,TD,0,3308,Sub
23,TD,1,3748,Sub
23,TD,1,3105,Sub
23,TD,0,2883,Sub
23,TD,1,1494,Control
23,TD,1,808,Control
23,TD,1,440,Control
23,TD,1,1877,Control
23,TD,1,3194,Sub
23,TD,1,1600,Sub
23,TD,0,4794,Sub
23,TD,1,1246,Sub
23,TD,1,3617,Sub
23,TD,0,1965,Sub
23,TD,1,1664,Sub
23,TD,1,2111,Sub
23,TD,1,1915,Sub
23,TD,0,3438,Sub
23,TD,1,2053,Sub
23,TD,1,2700,Sub
23,TD,0,0,Sub
23,TD,1,1251,Control
23,TD,1,1137,Control
23,TD,1,1494,Control
23,TD,1,1142,Control
23,TD,1,768,Control
23,TD,1,3440,Sub
23,TD,1,2501,Sub
23,TD,1,2271,Sub
23,TD,1,3541,Sub
23,TD,0,0,Sub
23,TD,1,1720,Sub
23,TD,0,0,Sub
23,TD,1,3861,Sub
23,TD,0,1359,Control
23,TD,1,1142,Control
23,TD,1,2310,Control
23,TD,1,831,Control
36,TD,1,2375,Sub
36,TD,1,2097,Sub
36,TD,1,3783,Sub
36,TD,1,2180,Sub
36,TD,1,1728,Sub
36,TD,1,1838,Control
36,TD,1,1667,Control
36,TD,1,1457,Control
36,TD,1,1451,Control
36,TD,1,1110,Control
36,TD,1,4426,Sub
36,TD,0,2317,Sub
36,TD,0,0,Sub
36,TD,1,2944,Sub
36,TD,1,2959,Sub
36,TD,1,2305,Sub
36,TD,0,0,Sub
36,TD,1,2721,Sub
36,TD,1,2565,Sub
36,TD,1,2794,Sub
36,TD,1,1717,Control
36,TD,1,1729,Control
36,TD,1,1172,Control
36,TD,1,1086,Control
36,TD,1,4647,Control
36,TD,1,2272,Sub
36,TD,1,4349,Sub
36,TD,1,1845,Sub
36,TD,0,0,Sub
36,TD,1,1559,Sub
36,TD,1,2125,Sub
36,TD,1,1639,Sub
36,TD,1,3258,Sub
36,TD,1,3307,Sub
36,TD,1,4853,Sub
36,TD,1,1693,Sub
36,TD,1,3624,Sub
36,TD,0,0,Sub
36,TD,1,1232,Control
36,TD,1,1255,Control
36,TD,1,1385,Control
36,TD,1,2600,Control
36,TD,0,0,Sub
36,TD,0,4746,Sub
36,TD,0,0,Sub
36,TD,0,3309,Sub
36,TD,1,4926,Sub
36,TD,1,2220,Sub
36,TD,1,1804,Sub
36,TD,1,1578,Sub
36,TD,1,2041,Control
36,TD,1,1548,Control
36,TD,1,1604,Control
36,TD,1,1161,Control
48,TD,1,3448,Sub
48,TD,1,2695,Sub
48,TD,1,2654,Sub
48,TD,1,2756,Sub
48,TD,1,2238,Control
48,TD,1,3386,Control
48,TD,1,1915,Control
48,TD,1,2835,Control
48,TD,1,2686,Control
48,TD,1,3049,Sub
48,TD,1,3509,Sub
48,TD,1,4070,Sub
48,TD,1,1755,Sub
48,TD,1,2282,Sub
48,TD,1,3666,Sub
48,TD,0,0,Sub
48,TD,1,1632,Sub
48,TD,1,2536,Sub
48,TD,1,1326,Control
48,TD,1,1922,Control
48,TD,1,2123,Control
48,TD,1,665,Control
48,TD,1,4929,Sub
48,TD,1,2220,Sub
48,TD,0,4291,Sub
48,TD,1,3552,Sub
48,TD,1,3460,Sub
48,TD,1,3282,Sub
48,TD,1,3674,Sub
48,TD,0,0,Sub
48,TD,0,3623,Sub
48,TD,1,2040,Sub
48,TD,1,4184,Sub
48,TD,1,1939,Sub
48,TD,1,1666,Sub
48,TD,1,3267,Sub
48,TD,0,2411,Sub
48,TD,1,1839,Control
48,TD,1,1068,Control
48,TD,1,941,Control
48,TD,1,1806,Control
48,TD,1,4137,Sub
48,TD,1,2716,Sub
48,TD,0,1731,Sub
48,TD,0,4241,Sub
48,TD,1,2457,Sub
48,TD,1,2428,Sub
48,TD,1,2726,Sub
48,TD,1,3553,Sub
48,TD,1,1558,Control
48,TD,0,0,Control
48,TD,1,1251,Control
48,TD,0,0,Control
48,TD,1,1321,Control
62,TD,1,3934,Sub
62,TD,1,2252,Sub
62,TD,1,4378,Sub
62,TD,1,4585,Sub
62,TD,1,2690,Control
62,TD,1,2814,Control
62,TD,1,1370,Control
62,TD,1,2496,Control
62,TD,1,2924,Sub
62,TD,1,2485,Sub
62,TD,1,3540,Sub
62,TD,1,4533,Sub
62,TD,1,4958,Sub
62,TD,1,3204,Sub
62,TD,1,1893,Sub
62,TD,1,4123,Sub
62,TD,1,4169,Sub
62,TD,1,2918,Control
62,TD,1,2420,Control
62,TD,1,2916,Control
62,TD,1,2752,Control
62,TD,1,1745,Control
62,TD,0,0,Sub
62,TD,1,4118,Sub
62,TD,1,3215,Sub
62,TD,1,4099,Sub
62,TD,1,2464,Sub
62,TD,1,4664,Sub
62,TD,1,3069,Sub
62,TD,1,2411,Sub
62,TD,1,3513,Sub
62,TD,1,4629,Sub
62,TD,0,0,Sub
62,TD,1,4087,Sub
62,TD,1,2469,Sub
62,TD,1,2082,Control
62,TD,1,1962,Control
62,TD,1,2679,Control
62,TD,1,1254,Control
62,TD,1,3358,Sub
62,TD,1,4316,Sub
62,TD,1,3767,Sub
62,TD,0,0,Sub
62,TD,0,4855,Sub
62,TD,1,4529,Sub
62,TD,0,2935,Sub
62,TD,1,4330,Sub
62,TD,1,3768,Sub
62,TD,1,2649,Sub
62,TD,1,3648,Control
62,TD,1,783,Control
62,TD,1,1966,Control
62,TD,1,689,Control
62,TD,1,953,Control
105,TD,1,2823,Sub
105,TD,1,2496,Sub
105,TD,1,1966,Sub
105,TD,1,3353,Sub
105,TD,1,2212,Sub
105,TD,1,1729,Control
105,TD,1,2272,Control
105,TD,1,3468,Control
105,TD,1,1696,Control
105,TD,1,2473,Sub
105,TD,1,4005,Sub
105,TD,1,3232,Sub
105,TD,1,2381,Sub
105,TD,1,4310,Sub
105,TD,1,2101,Sub
105,TD,1,4199,Sub
105,TD,1,1469,Sub
105,TD,0,2877,Sub
105,TD,1,3298,Control
105,TD,1,1177,Control
105,TD,1,885,Control
105,TD,1,915,Control
105,TD,1,1648,Control
105,TD,1,3201,Sub
105,TD,1,2039,Sub
105,TD,1,1681,Sub
105,TD,1,4585,Sub
105,TD,1,1531,Sub
105,TD,1,2974,Sub
105,TD,1,2139,Sub
105,TD,1,3683,Sub
105,TD,1,4670,Sub
105,TD,1,1621,Sub
105,TD,1,2318,Sub
105,TD,1,2254,Sub
105,TD,1,2534,Control
105,TD,1,1103,Control
105,TD,1,746,Control
105,TD,1,1449,Control
105,TD,1,4020,Sub
105,TD,1,2363,Sub
105,TD,1,2369,Sub
105,TD,1,3945,Sub
105,TD,1,2837,Sub
105,TD,1,2541,Sub
105,TD,1,4278,Sub
105,TD,1,1752,Sub
105,TD,1,2278,Sub
105,TD,1,1635,Sub
105,TD,1,1577,Control
105,TD,1,1074,Control
105,TD,1,1550,Control
105,TD,1,1686,Control
105,TD,1,1387,Control
203,TD,1,2329,Sub
203,TD,1,1897,Sub
203,TD,1,1339,Sub
203,TD,1,2745,Sub
203,TD,1,1956,Sub
203,TD,1,1784,Control
203,TD,1,850,Control
203,TD,1,1949,Control
203,TD,1,948,Control
203,TD,1,2546,Sub
203,TD,1,2501,Sub
203,TD,1,2394,Sub
203,TD,1,2471,Sub
203,TD,1,3293,Sub
203,TD,1,3248,Sub
203,TD,1,1714,Sub
203,TD,1,2351,Sub
203,TD,1,1625,Sub
203,TD,1,3760,Sub
203,TD,1,1579,Control
203,TD,1,1331,Control
203,TD,1,707,Control
203,TD,1,927,Control
203,TD,1,1713,Control
203,TD,1,2351,Sub
203,TD,1,2103,Sub
203,TD,1,1556,Sub
203,TD,1,2234,Sub
203,TD,1,1666,Sub
203,TD,1,1708,Sub
203,TD,1,1960,Sub
203,TD,1,1913,Sub
203,TD,1,1457,Sub
203,TD,1,1585,Sub
203,TD,1,2959,Sub
203,TD,1,3112,Sub
203,TD,1,2081,Sub
203,TD,1,1197,Control
203,TD,1,878,Control
203,TD,1,1097,Control
203,TD,1,1246,Control
203,TD,1,2201,Sub
203,TD,1,1352,Sub
203,TD,1,1844,Sub
203,TD,1,2734,Sub
203,TD,1,1993,Sub
203,TD,1,2556,Sub
203,TD,1,2398,Sub
203,TD,1,2543,Sub
203,TD,1,946,Control
203,TD,1,1499,Control
203,TD,1,2697,Control
203,TD,1,1005,Control
203,TD,1,1254,Control
204,TD,1,2615,Sub
204,TD,1,1808,Sub
204,TD,1,2730,Sub
204,TD,1,1590,Sub
204,TD,1,1867,Control
204,TD,1,826,Control
204,TD,1,1152,Control
204,TD,1,1337,Control
204,TD,1,1892,Sub
204,TD,1,1548,Sub
204,TD,1,2246,Sub
204,TD,1,3485,Sub
204,TD,1,2803,Sub
204,TD,1,1681,Sub
204,TD,1,2093,Sub
204,TD,1,2853,Sub
204,TD,1,1674,Sub
204,TD,1,1820,Control
204,TD,1,927,Control
204,TD,1,794,Control
204,TD,1,1903,Control
204,TD,1,1307,Control
204,TD,1,1426,Sub
204,TD,1,1721,Sub
204,TD,1,2056,Sub
204,TD,1,2819,Sub
204,TD,1,1445,Sub
204,TD,1,1900,Sub
204,TD,0,2740,Sub
204,TD,1,4821,Sub
204,TD,0,0,Sub
204,TD,1,2138,Sub
204,TD,1,1242,Sub
204,TD,1,2116,Sub
204,TD,1,894,Sub
204,TD,1,1478,Control
204,TD,1,1302,Control
204,TD,1,794,Control
204,TD,1,2978,Control
204,TD,1,820,Control
204,TD,1,1262,Sub
204,TD,1,1795,Sub
204,TD,1,1373,Sub
204,TD,1,1107,Sub
204,TD,1,1019,Sub
204,TD,1,1800,Sub
204,TD,1,1940,Sub
204,TD,1,2304,Sub
204,TD,1,1714,Sub
204,TD,1,2609,Sub
204,TD,1,907,Control
204,TD,1,2547,Control
204,TD,1,862,Control
204,TD,1,1017,Control
208,TD,0,3666,Sub
208,TD,1,3093,Sub
208,TD,1,2526,Sub
208,TD,0,4158,Sub
208,TD,1,1616,Control
208,TD,1,1009,Control
208,TD,1,2092,Control
208,TD,1,1317,Control
208,TD,1,2565,Sub
208,TD,0,4529,Sub
208,TD,1,4748,Sub
208,TD,1,2292,Sub
208,TD,0,0,Sub
208,TD,1,1445,Sub
208,TD,1,4153,Sub
208,TD,1,3714,Sub
208,TD,1,3738,Control
208,TD,1,784,Control
208,TD,1,1216,Control
208,TD,1,910,Control
208,TD,1,2258,Sub
208,TD,1,2824,Sub
208,TD,0,2001,Sub
208,TD,1,1768,Sub
208,TD,1,1855,Sub
208,TD,1,3378,Sub
208,TD,1,4501,Sub
208,TD,1,2998,Sub
208,TD,0,4165,Sub
208,TD,1,2093,Sub
208,TD,1,3899,Sub
208,TD,1,2545,Sub
208,TD,0,4558,Sub
208,TD,0,0,Sub
208,TD,1,1431,Control
208,TD,1,1081,Control
208,TD,1,930,Control
208,TD,1,4103,Control
208,TD,1,1234,Control
208,TD,1,3202,Sub
208,TD,0,0,Sub
208,TD,0,1543,Sub
208,TD,0,0,Sub
208,TD,0,2773,Sub
208,TD,1,2549,Sub
208,TD,1,4067,Sub
208,TD,0,0,Sub
208,TD,0,640,Sub
208,TD,1,3761,Sub
208,TD,1,1579,Control
208,TD,1,1380,Control
208,TD,1,1598,Control
208,TD,0,1525,Control
208,TD,1,1500,Control
224,TD,1,1868,Sub
224,TD,1,2115,Sub
224,TD,1,2118,Sub
224,TD,1,2135,Sub
224,TD,1,1262,Control
